packing/tests/test_exact_contracts.py	0.001
packing/tests/test_exact_jets.py	0.008
packing/tests/test_exact_lp_infeasibility.py	0.187
packing/tests/test_experiment_assurance_contract.py	0.03
packing/tests/test_explainer.py	3.212
packing/tests/test_falsify.py	0.351
packing/tests/test_field_preconditions.py	0.015
packing/tests/test_fixed_core_calibration_profiles.py	0.38
packing/tests/test_fixed_core_packet.py	16.405
packing/tests/test_fixed_core_packet_calibration.py	17.742
packing/tests/test_fixed_site_completion.py	0.051
packing/tests/test_font_provenance.py	0.01
packing/tests/test_fractional_adaptive.py	0.189
packing/tests/test_fractional_adaptive_io.py	0.588
packing/tests/test_fractional_ceiling.py	0.135
packing/tests/test_fractional_certificate.py	7.897
packing/tests/test_fractional_classcert.py	0.079
packing/tests/test_fractional_cutting.py	0.062
packing/tests/test_fractional_generate.py	0.157
packing/tests/test_fractional_interval.py	4.158
packing/tests/test_fractional_sweep_integer.py	9.296
packing/tests/test_fractional_sweep_oracle.py	0.473
packing/tests/test_fractional_threshold.py	0.894
packing/tests/test_fractional_threshold_interval.py	6.672
packing/tests/test_freeze_cutting_primal.py	0.296
packing/tests/test_frontier_assurance_contract.py	0.875
packing/tests/test_frontier_rigidity_assessment.py	5.798
packing/tests/test_frontier_rigidity_claim_contract.py	0.142
packing/tests/test_frontier_rigidity_contract.py	3.689
packing/tests/test_full_size_density_faces.py	1.624
packing/tests/test_full_size_density_pair_separator.py	5.743
packing/tests/test_full_size_density_pair_separator_review.py	0.013
packing/tests/test_full_size_density_support_ceiling.py	0.068
packing/tests/test_full_size_density_support_screen.py	0.473
packing/tests/test_full_size_density_support_screen_review.py	1.133
packing/tests/test_full_square_compatibility.py	0.165
packing/tests/test_gate_budgets.py	0.327
packing/tests/test_gate_repetition.py	3.737
packing/tests/test_generate_frontier_case.py	4.837
packing/tests/test_generated_table_typography.py	0.295
packing/tests/test_geometric_graph_certificate.py	0.054
packing/tests/test_gobel_family.py	0.303
packing/tests/test_gobel_family_construction.py	5.213
packing/tests/test_golden_basins.py	0.005
packing/tests/test_green17.py	0.425
packing/tests/test_h124_collision_source.py	0.182
packing/tests/test_h124_cover_source.py	0.032
packing/tests/test_identity_relation.py	0.017
packing/tests/test_incidence.py	0.002
packing/tests/test_incidence_cores.py	0.58
packing/tests/test_independent_five_dot_union.py	0.451
packing/tests/test_kernel_axis_lp.py	0.05
packing/tests/test_kernel_axis_lp_integration.py	0.025
packing/tests/test_kingbird_catalogue.py	6.256
packing/tests/test_kingbird_live_audit.py	2.098
packing/tests/test_known_best_atlas.py	6.174
packing/tests/test_known_best_chunk_evidence.py	0.516
packing/tests/test_known_best_contact_overlays.py	0.573
packing/tests/test_known_best_n011_rational_control.py	0.512
packing/tests/test_lint_floor_contract.py	0.034
packing/tests/test_log_rollup.py	0.01
packing/tests/test_math_loading.py	0.307
packing/tests/test_math_startup.py	0.195
packing/tests/test_measure_threshold_net_refinement.py	0.373
packing/tests/test_minimal_verify.py	1.417
packing/tests/test_minus_w_row_jets.py	0.002
packing/tests/test_minus_w_scale.py	0.008
packing/tests/test_minus_w_sheet.py	0.013
packing/tests/test_module_boundaries.py	6.775
packing/tests/test_motion_lab.py	2.741
packing/tests/test_motion_lab_contracts.py	0.003
packing/tests/test_motion_lab_interactive.py	0.18
packing/tests/test_motion_lab_page_checker.py	0.553
packing/tests/test_motion_lab_service.py	1.921
packing/tests/test_motion_lab_shell.py	5.598
packing/tests/test_motion_lab_snap.py	0.008
packing/tests/test_motion_lab_trace.py	1.137
packing/tests/test_multi_owner_domains.py	5.173
packing/tests/test_n050_exact.py	0.292
packing/tests/test_n050_exact_independent.py	0.065
packing/tests/test_n050_producer_refusal.py	2.388
packing/tests/test_n050_producer_refusal_independent.py	0.748
packing/tests/test_n11_thirdparty_verify.py	0.466
packing/tests/test_n11_threshold_certificate.py	2.405
packing/tests/test_n12_replay_independent.py	0.106
packing/tests/test_n17_weighted_certificate.py	0.102
packing/tests/test_n17_weighted_certificate_child.py	10.643
packing/tests/test_n17_weighted_certificate_parallel.py	1.948
packing/tests/test_n17_weighted_certificate_resume.py	0.573
packing/tests/test_n17_weighted_certificate_successor.py	21.457
packing/tests/test_n40_rigidity.py	1.614
packing/tests/test_n54_source_contract.py	4.32
packing/tests/test_n54_source_contract_independent.py	5.146
packing/tests/test_n5_local_rigidity.py	4.085
packing/tests/test_n5_rigidity.py	4.554
packing/tests/test_nagamochi_bounds.py	1.227
packing/tests/test_near45_localization.py	0.037
packing/tests/test_negative_controls.py	12.804
packing/tests/test_no_embedded_js_contract.py	0.643
packing/tests/test_outer_pair_corner_audit.py	0.232
packing/tests/test_outer_segment_pair_screen.py	0.078
packing/tests/test_owner_five_dot_figure.py	0.007
packing/tests/test_owner_footprints.py	2.052
packing/tests/test_p12_escape_candidate.py	0.012
packing/tests/test_pages_scope.py	1.178
packing/tests/test_pages_workflow.py	1.038
packing/tests/test_pdf_math_browser.py	0.001
packing/tests/test_perturbed_density_control.py	0.075
packing/tests/test_plateau_reader.py	2.506
packing/tests/test_pr_rollup_results_section.py	0.134
packing/tests/test_pr_wall.py	0.078
packing/tests/test_prepare_explainer_math.py	0.721
packing/tests/test_price_cutting_state_dual.py	0.028
packing/tests/test_price_solved_support_candidates.py	0.776
packing/tests/test_price_stage1_chunks.py	0.008
packing/tests/test_promote_contacts.py	0.86
packing/tests/test_promote_interval_verify.py	0.015
packing/tests/test_promote_krawczyk.py	0.014
packing/tests/test_promote_refine.py	0.549
packing/tests/test_promote_relax.py	1.345
packing/tests/test_promote_roundtrip.py	0.669
packing/tests/test_promote_solve.py	0.041
packing/tests/test_prospective_atlas_seed.py	0.024
packing/tests/test_prospective_source_map.py	0.028
packing/tests/test_reachable_tests.py	4.608
packing/tests/test_read_bc303_parent_union.py	0.028
packing/tests/test_read_fixed_core_calibration_profile.py	40.115
packing/tests/test_read_tier_walls.py	0.015
packing/tests/test_regression_diagnostics.py	0.011
packing/tests/test_release.py	0.008
packing/tests/test_render_angle_hue_registry.py	0.004
packing/tests/test_render_colors.py	1.29
packing/tests/test_render_explainer_fonts.py	0.394
packing/tests/test_render_explainer_pdf.py	0.377
packing/tests/test_render_motion.py	0.01
packing/tests/test_render_wave_efficiency.py	3.018
packing/tests/test_replay_bc303_t1_witness.py	7.991
packing/tests/test_replay_ceiling_family.py	0.02
packing/tests/test_replay_h157_geometry.py	4.8
packing/tests/test_replay_owner_footprint_cover.py	0.488
packing/tests/test_replay_weighted_atom_source.py	0.444
packing/tests/test_repo_scope.py	0.064
packing/tests/test_report_math_startup.py	0.999
packing/tests/test_research_contracts.py	0.021
packing/tests/test_restricted_orientation_discriminator.py	2.543
packing/tests/test_restricted_orientation_discriminator_review.py	0.056
packing/tests/test_restricted_orientation_packet_boundary_review.py	0.005
packing/tests/test_restricted_orientation_packet_review.py	2.409
packing/tests/test_results_headline.py	0.07
packing/tests/test_results_register.py	1.971
packing/tests/test_review_trump_local_theorem.py	1.209
packing/tests/test_rounded_measure_audit.py	0.721
packing/tests/test_run_arm_sweep.py	0.706
packing/tests/test_run_basin_hopping.py	0.676
packing/tests/test_run_fractional_colgen.py	0.195
packing/tests/test_run_fractional_cutting.py	0.058
packing/tests/test_run_full_size_density_graph.py	0.656
packing/tests/test_run_h124_cover.py	0.601
packing/tests/test_run_owner_footprint_cover.py	1.567
packing/tests/test_run_residual_cover_pilot.py	0.608
packing/tests/test_rung_figures.py	2.089
packing/tests/test_sans_instances.py	0.303
packing/tests/test_schema_validator_equivalence.py	14.455
packing/tests/test_screen_corner_dual_salvage.py	0.62
packing/tests/test_scroll_restoration.py	0.002
packing/tests/test_segment_cover_replay.py	1.952
packing/tests/test_session_clocks.py	0.177
packing/tests/test_session_gate.py	5.199
packing/tests/test_session_rollups.py	2.271
packing/tests/test_stromquist_five_point_obstruction.py	0.855
packing/tests/test_stromquist_memo1.py	0.422
packing/tests/test_stromquist_memo3_n26.py	0.941
packing/tests/test_stromquist_n26_source_scores.py	0.144
packing/tests/test_stromquist_restricted_orientation.py	2.283
packing/tests/test_stromquist_restricted_orientation_review.py	8.739
packing/tests/test_suite_files.py	0.637
packing/tests/test_suite_shard.py	0.659
packing/tests/test_synopsis_handoff.py	1.604
packing/tests/test_threshold_compression.py	1.919
packing/tests/test_translation_escape_screen.py	2.825
packing/tests/test_transport_ceiling_family.py	0.011
packing/tests/test_trump_isolation_radius.py	5.39
packing/tests/test_trump_support_adoption.py	0.649
packing/tests/test_uniform_cell.py	0.074
packing/tests/test_uniform_cell_check.py	0.168
packing/tests/test_uniform_cover.py	0.326
packing/tests/test_unitsquare_precision.py	0.841
packing/tests/test_unitsquare_precision_production.py	0.751
packing/tests/test_unitsquare_precision_semantics.py	1.258
packing/tests/test_validation_cli.py	11.592
packing/tests/test_validation_report.py	0.052
packing/tests/test_validation_timing.py	1.713
packing/tests/test_verified_merge_tree.py	0.015
packing/tests/test_verified_upper_bound_contract.py	2.389
packing/tests/test_verify_claim.py	0.843
packing/tests/test_verify_fixed_core_calibration_runset.py	9.499
packing/tests/test_verify_residual_cover_pilot.py	0.176
packing/tests/test_verify_threshold_claim.py	1.29
packing/tests/test_verify_threshold_claim_oracle.py	0.522
packing/tests/test_wait_for_run_artifact.py	0.006
packing/tests/test_wall_owner_containment.py	4.286
packing/tests/test_wall_owner_escape_compatibility.py	0.115
packing/tests/test_wall_owner_fixed_pattern.py	0.583
packing/tests/test_wall_owner_footprints.py	0.839
packing/tests/test_wall_owner_parent_compatibility.py	0.219
packing/tests/test_wall_owner_parent_experiment.py	0.687
packing/tests/test_wall_owner_parent_inputs.py	23.321
packing/tests/test_wall_owner_selected_cover.py	0.174
packing/tests/test_wall_owner_six_dot_cover.py	0.149
packing/tests/test_wall_owner_sixth_site_feasibility.py	2.375
packing/tests/test_wall_owner_sixth_site_screen.py	0.139
packing/tests/test_wall_owner_two_attainer_obstruction.py	0.057
packing/tests/test_weighted_clique_certificate.py	0.039
packing/tests/test_weighted_publication_refusals.py	0.124
packing/tests/test_weighted_threshold_atoms.py	0.086
packing/tests/test_witness_cli.py	0.061
packing/tests/test_witness_contract.py	0.575
packing/tests/test_witness_in_the_centre_domain.py	0.004
packing/tests/test_witness_interval.py	0.679
packing/tests/test_work_accounting.py	0.005
